6000,0.037024736404418945
12000,0.08205437660217285
18000,0.1260817050933838
24000,0.1711118221282959
30000,0.2191448211669922
36000,0.26517796516418457
42000,0.3242175579071045
48000,0.3712453842163086
54000,0.45530223846435547
60000,0.4753127098083496
66000,0.5343549251556396
72000,0.6094033718109131
78000,0.6784532070159912
84000,0.7104713916778564
90000,0.7635047435760498
96000,0.8125388622283936
102000,0.86257004737854
108000,0.9286139011383057
114000,0.9986631870269775
120000,1.0136702060699463
126000,1.161773920059204
132000,1.218810796737671
138000,1.318876028060913
144000,1.2558350563049316
150000,1.3689091205596924
156000,1.3488988876342773
162000,1.5050008296966553
168000,1.529012680053711
174000,1.6070685386657715
180000,1.6450936794281006
186000,1.7541637420654297
192000,1.7871837615966797
198000,1.8432214260101318
204000,1.8802518844604492
210000,1.9132728576660156
216000,1.9753108024597168
222000,2.008333444595337
228000,2.1144046783447266
234000,2.0873863697052
240000,2.2524948120117188
246000,2.2885212898254395
252000,2.2735114097595215
258000,2.406597137451172
264000,2.4676389694213867
270000,2.4626357555389404
276000,2.608733654022217
282000,2.6927902698516846
288000,2.6827800273895264
294000,2.723806619644165
300000,2.841886043548584
